city,country,x1,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x28,x29,x33,x34,x35,x36,x38,x39,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,weekly_groceries,latitude,longitude
Gzira,Malta,18.7,1.26,1.67,2.59,2.99,10.11,9.05,15.93,3.3,2.08,3.19,3.38,2.82,3.18,2.08,1.04,10.39,1.91,2.97,2.08,33.76,1.39,24409.37,27006.11,121.42,37.58,77.75,83.84,40.51,93.48,139.36,948.46,807.88,1633.06,1343.81,4544.3,3323.83,1506.11,4.53,95.67,35.9077803,14.4961247
Udine,Italy,12.46,1.24,1.96,1.69,2.53,9.0,6.1,14.28,1.4,1.33,2.44,2.6,0.96,1.14,0.83,0.45,5.19,1.2,1.74,1.48,33.24,2.2,25344.2,27006.11,157.03,30.09,45.44,58.43,52.97,71.41,89.15,436.25,353.16,597.25,488.19,1357.23,934.83,1555.57,1.67,66.80000000000001,46.0634632,13.2358377
Pisa,Italy,12.46,1.22,1.64,1.87,3.49,16.88,8.93,16.1,2.06,1.51,2.18,2.97,2.08,2.22,1.42,0.37,8.31,1.48,2.42,1.56,33.24,2.22,21293.28,27006.11,212.77,29.08,45.33,81.8,54.53,81.02,148.01,571.28,558.3,1090.63,830.96,3635.44,2259.17,1402.24,2.7,87.19000000000003,43.7159395,10.4018624
Hilversum,Netherlands,18.7,1.04,1.97,2.08,2.04,11.6,8.29,28.55,2.8,1.33,1.47,2.63,1.08,0.93,0.8,0.62,6.22,1.24,1.76,3.9,103.87,2.18,30982.24,26659.88,237.16,40.21,58.43,110.79,46.74,111.66,127.76,1217.87,1006.24,1856.67,1558.04,4674.13,4391.96,4414.46,2.87,93.38999999999999,52.2241375,5.1719396
Treviso,Italy,15.58,1.27,2.01,2.01,3.58,13.33,9.35,18.0,1.68,1.81,2.12,2.84,1.2,1.43,0.96,0.58,6.23,1.47,1.91,1.56,38.43,2.08,23370.67,27762.63,173.98,29.85,44.79,77.9,50.64,76.17,121.18,682.94,528.0,1661.91,934.83,3344.6,1904.14,1546.5,2.33,85.45000000000002,45.806691349999994,12.206315763116372
Torrevieja,Spain,12.46,0.93,1.36,1.25,2.21,9.02,6.82,8.93,2.47,1.5,1.61,1.56,1.37,1.23,0.91,0.65,5.19,0.53,1.76,1.56,44.14,1.61,34110.8,41547.87,113.54,26.86,32.46,55.83,23.37,69.25,51.93,467.41,536.66,986.76,865.58,1666.07,1339.92,1272.4,3.0,59.999999999999986,37.9775416,-0.6828446
Guildford,United Kingdom,18.02,1.46,1.75,1.88,3.06,12.7,7.68,13.73,3.01,2.01,2.93,3.37,1.21,1.33,0.71,0.74,8.41,2.48,2.35,3.0,76.27,1.86,22822.36,22371.92,253.34,35.01,38.09,60.16,41.74,73.07,80.48,1571.74,1191.17,2702.65,2582.53,6678.54,6005.88,3780.1,3.61,86.47999999999999,51.2356068,-0.5732063
Lugano,Switzerland,31.7,1.56,3.03,3.83,6.24,24.83,20.61,56.19,3.43,2.27,3.26,4.52,2.38,2.18,2.27,1.16,15.85,1.8,2.78,2.48,84.54,2.0,30646.39,29536.77,181.53,60.24,119.26,113.98,40.51,122.85,137.38,1720.19,1393.62,3073.44,2198.09,13870.13,6382.9,5369.53,1.38,187.11000000000004,46.0050102,8.9520281
Woking,United Kingdom,24.02,1.66,1.18,2.34,2.52,6.83,6.96,13.33,2.5,1.61,2.55,2.88,1.42,1.88,0.93,1.54,9.61,2.79,3.15,3.36,132.13,1.86,27026.48,25224.71,164.02,47.81,76.07,74.07,45.04,89.09,97.1,1321.29,1021.0,2242.2,1941.9,7969.81,6047.92,3489.42,5.57,86.55000000000001,51.3201891,-0.5564726
Portimao,Portugal,8.31,0.71,1.08,1.04,2.19,5.48,4.55,7.01,1.69,1.07,1.27,1.84,0.86,0.97,0.59,0.59,4.15,1.07,1.4,1.56,20.77,2.14,24409.37,22331.98,82.08,24.67,37.99,47.78,17.66,53.67,53.75,631.01,623.22,882.89,948.68,1928.34,1772.64,1390.12,1.96,44.47000000000001,37.1375808,-8.5368426
Canterbury,United Kingdom,15.01,1.04,1.53,3.36,3.0,11.84,8.64,12.81,2.4,1.31,2.6,5.81,1.12,1.14,0.62,1.11,10.48,2.28,3.88,5.41,112.28,1.86,33032.36,33632.95,326.82,41.32,48.05,104.1,51.05,97.1,82.58,1041.02,700.69,1721.69,1501.47,4204.12,3843.77,2613.19,2.33,86.10000000000002,51.2800275,1.0802533
Siena,Italy,15.58,1.42,2.49,2.1,2.7,22.07,11.43,22.07,2.6,1.95,3.05,2.8,2.11,2.04,1.28,0.33,6.23,1.4,1.77,1.56,37.91,2.28,18696.54,14541.75,320.7,31.89,61.54,93.48,57.13,129.84,176.58,744.4,675.15,1256.82,1004.07,5712.83,2596.74,1485.34,2.19,103.65,43.1672254,11.467181161339118
Pordenone,Italy,15.58,1.11,1.77,1.92,3.49,9.61,9.69,17.66,1.8,1.84,2.43,2.82,1.32,1.55,1.35,0.4,5.19,1.27,2.26,1.56,46.74,2.13,24928.72,27979.89,206.8,32.33,43.28,69.74,32.5,70.76,103.87,546.35,469.49,851.73,675.15,1514.77,1211.81,1539.93,2.46,80.79999999999998,45.9562503,12.6597197
Haugesund,Norway,15.37,1.9,2.36,1.84,3.65,10.55,12.66,28.33,2.45,2.0,2.65,2.6,1.68,2.18,2.16,1.62,14.58,3.41,3.31,1.51,50.27,2.05,37680.77,33779.98,175.13,58.43,43.43,74.38,37.68,76.39,120.62,703.75,552.95,1306.93,1080.73,2473.18,2243.39,3310.2,2.57,111.99000000000001,59.46824785,5.082761213563481
