city,country,x1,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x28,x29,x33,x34,x35,x36,x38,x39,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,weekly_groceries,latitude,longitude
Gent,Belgium,16.1,0.96,1.84,1.96,2.62,12.62,9.5,13.95,2.42,1.77,2.33,2.34,1.45,1.12,1.01,1.07,6.75,2.05,2.92,2.49,50.9,1.92,25650.61,25984.29,187.73,44.37,24.8,98.16,34.72,83.1,105.35,869.04,751.17,1441.19,1038.7,3267.74,2596.74,2161.11,1.82,81.86000000000001,51.0538286,3.7250121
Bordeaux,France,15.58,1.04,2.32,2.18,3.2,18.7,15.06,19.48,2.77,2.1,2.94,2.6,1.37,2.08,1.3,0.62,10.39,2.47,2.34,1.77,41.65,2.05,24928.72,25621.18,159.37,35.17,30.64,95.21,31.85,94.52,119.19,808.7,629.71,1194.5,1133.33,5307.05,4085.54,2448.9,1.57,106.19999999999999,44.841225,-0.5800364
Venice,Italy,15.58,1.04,2.53,1.82,3.01,14.52,9.87,16.1,1.94,1.84,2.25,4.05,1.11,1.9,0.83,0.36,5.71,2.08,1.14,1.56,38.43,2.21,25819.92,28706.11,278.98,30.64,57.13,76.34,45.44,112.18,137.62,688.14,623.22,1558.04,1211.81,4407.97,2479.89,1609.98,1.4,86.53999999999999,45.4371908,12.3345898
Derby,United Kingdom,18.02,0.99,1.25,1.68,2.52,7.09,6.84,13.91,2.47,1.19,2.28,2.44,0.9,0.95,0.8,0.84,7.81,1.52,2.2,3.36,69.67,1.85,25140.63,23699.22,257.71,34.66,31.98,66.06,35.63,60.3,70.57,660.65,616.89,1241.22,1029.01,4533.46,4594.9,2817.76,3.52,73.49999999999999,52.9212617,-1.4761491
Verona,Italy,15.58,1.07,2.18,2.54,2.87,12.44,9.65,19.99,1.85,1.82,2.0,3.0,1.5,1.43,0.97,0.3,5.19,1.48,1.42,1.35,38.43,2.2,23890.02,27914.97,160.44,28.34,53.88,80.87,34.87,91.75,120.75,813.65,536.66,1506.11,843.94,6232.18,2250.51,1603.92,1.83,85.85999999999999,45.4384958,10.9924122
Bergen,Norway,18.6,1.98,3.15,2.39,3.81,13.94,13.71,30.15,3.07,2.35,2.75,3.66,2.47,1.95,2.54,2.1,15.08,3.34,3.96,4.02,75.9,2.16,30160.7,37030.64,263.15,49.01,43.92,80.43,35.19,105.0,124.41,1059.81,839.47,1876.67,1521.74,5984.74,3734.18,3148.93,2.62,127.03999999999998,60.3943055,5.3259192
Kingston upon Hull,United Kingdom,12.61,1.26,1.23,0.93,2.26,9.31,7.36,9.4,2.08,1.4,1.41,1.54,0.66,0.93,0.66,0.88,7.21,1.73,1.98,2.4,67.89,1.86,21621.18,26425.89,181.78,53.65,30.4,78.08,36.04,67.07,56.46,543.53,485.62,990.97,753.74,2662.61,1493.46,1781.75,4.02,62.859999999999985,53.7435722,-0.3394758
Wolverhampton,United Kingdom,14.41,1.37,1.23,2.8,3.18,10.81,9.31,8.41,3.57,2.0,3.37,2.53,1.52,1.5,1.24,1.5,8.41,3.61,2.0,3.3,115.29,1.85,30029.42,27627.06,190.69,46.13,30.03,64.56,32.03,61.26,57.06,900.88,640.63,1201.18,1201.18,1528.79,1201.18,1861.82,3.48,80.77,52.5847651,-2.127567
Aachen,Germany,10.39,0.98,1.07,1.91,2.52,10.47,10.13,15.59,2.27,1.64,2.17,0.96,1.65,1.38,1.07,0.5,6.22,0.62,1.33,3.01,72.71,2.28,18177.19,23197.56,245.95,29.68,25.45,90.07,42.85,79.84,102.57,632.39,437.48,1200.27,941.97,7599.8,4379.84,2783.77,2.24,71.54,50.776351,6.083862
A Coruna,Spain,11.43,0.83,0.76,1.69,1.87,7.56,8.67,11.83,1.87,1.95,2.08,1.94,1.5,1.66,0.83,0.56,6.23,1.01,1.92,1.32,33.76,1.65,24928.72,22591.65,154.07,40.38,33.76,79.98,28.46,72.71,77.9,664.77,507.23,1038.7,817.97,2146.64,1883.94,1480.14,1.97,64.27,43.3709703,-8.3959425
Stoke-on-Trent,United Kingdom,14.41,1.17,1.11,1.12,2.02,6.58,6.68,8.51,1.9,1.1,1.99,2.35,1.11,1.07,0.64,1.2,7.81,2.05,3.15,2.88,81.08,1.84,28828.24,27439.83,264.26,43.76,32.6,65.76,26.02,58.56,70.07,630.62,516.51,1231.21,868.85,1081.06,1021.0,2315.46,3.0,62.82000000000001,53.0162014,-2.1812607
Braunschweig,Germany,7.27,0.95,2.53,2.12,2.84,13.99,7.55,13.19,2.25,1.65,2.07,0.82,0.52,0.92,1.14,0.62,5.18,0.63,1.72,3.12,69.59,2.32,32199.6,22331.98,271.84,44.98,25.71,98.16,41.55,96.95,103.87,439.37,412.02,1454.18,1047.35,3279.68,2544.81,3230.87,2.15,66.23999999999998,52.2646577,10.5236066
Kiel,Germany,11.22,1.0,1.89,2.11,2.37,11.07,6.56,13.15,2.07,1.68,2.42,1.24,1.17,0.96,1.07,0.48,5.19,0.57,1.21,2.7,63.36,2.27,25967.42,29083.51,221.59,32.2,29.43,77.9,38.09,98.41,131.57,796.33,481.96,1571.03,1057.39,3635.44,2596.74,2440.94,2.23,66.22,54.3227085,10.135555
Portsmouth,United Kingdom,15.01,1.16,1.1,1.65,2.15,5.7,6.32,14.41,2.61,1.39,2.85,2.92,1.17,1.11,0.77,1.12,8.11,1.74,2.55,3.48,75.2,1.89,30029.42,29685.08,142.54,34.23,28.38,58.72,31.23,70.07,70.74,819.2,728.21,1681.65,1441.41,3763.69,2522.47,3032.85,4.45,71.29,50.8036831,-1.075614
Porto,Portugal,9.35,0.72,1.23,1.11,2.13,8.58,6.02,10.34,1.92,1.28,1.39,1.72,1.18,1.29,1.23,0.54,4.15,1.09,1.97,1.56,41.55,2.06,25967.42,29436.66,118.07,35.29,39.23,80.48,29.6,73.34,93.48,778.89,614.45,1400.68,963.85,3496.16,1986.4,1017.59,2.38,55.269999999999996,41.1494512,-8.6107884
Limassol,Cyprus,15.58,1.56,1.68,2.34,3.08,11.36,7.68,11.24,2.57,1.66,1.61,2.87,1.24,1.0,0.69,0.83,7.27,1.63,2.31,1.56,41.55,1.74,22851.33,21397.15,205.11,37.64,68.96,86.45,41.31,86.56,117.45,1343.6,977.86,2414.97,1885.52,3058.38,2140.87,1506.78,2.81,75.88999999999999,34.6852901,33.0332657
Aarhus,Denmark,20.95,1.52,2.75,2.32,3.77,10.63,10.86,15.97,2.71,2.49,2.69,3.59,1.8,1.82,1.92,1.08,9.43,1.68,1.92,3.21,55.87,2.06,41900.71,45369.16,178.79,30.11,34.19,101.76,43.9,87.29,158.29,1048.52,660.74,2006.16,1396.69,5935.93,3452.92,3415.54,2.1,97.97999999999999,56.1496278,10.2134046
Lille,France,14.54,1.03,1.67,1.79,2.7,13.24,10.8,13.5,2.18,1.85,2.47,2.53,1.59,1.6,1.27,0.35,6.75,1.58,2.44,1.87,62.32,2.06,25967.42,25967.42,151.36,31.55,34.45,94.52,35.44,70.11,92.62,779.02,639.54,1397.05,1038.7,4674.13,3116.09,2614.14,1.48,81.43999999999998,50.6365654,3.0635282
Granada,Spain,10.39,0.8,1.16,1.04,2.1,12.39,6.52,12.46,2.0,1.55,1.33,1.75,1.02,1.09,0.98,0.62,5.19,1.14,1.99,1.45,41.55,1.68,21812.63,20773.93,112.14,39.38,44.79,75.95,31.16,63.19,92.83,584.27,467.41,986.76,792.01,3505.6,2518.84,1837.19,2.12,63.53,37.1734995,-3.5995337
Eindhoven,Netherlands,17.14,1.03,1.95,1.8,2.19,11.16,8.29,25.63,2.71,1.33,1.42,2.54,1.0,0.92,0.81,0.92,6.22,1.24,2.24,4.65,103.87,2.19,29083.51,30970.47,207.72,40.55,32.28,70.94,32.98,89.6,88.17,1205.78,980.91,1774.97,1504.71,4602.62,3583.5,3511.81,2.1,88.3,51.4392648,5.478633
Freiburg im Breisgau,Germany,11.95,1.02,2.18,2.07,2.53,14.23,7.68,14.8,2.86,1.67,2.27,0.82,2.07,1.36,1.06,0.74,6.23,0.62,2.25,2.6,66.48,2.23,17138.49,29956.01,274.36,32.54,36.09,79.63,33.76,91.58,140.22,891.55,697.87,1921.59,1513.53,7790.22,5712.83,2681.57,1.82,76.16000000000001,47.9960901,7.8494005
Tampere,Finland,12.98,0.92,1.95,1.58,2.3,6.59,10.41,15.62,1.88,1.57,1.67,3.03,0.97,1.43,1.76,1.2,12.46,2.7,3.16,2.8,58.17,2.31,29083.51,26833.0,94.04,22.47,32.63,91.17,42.72,85.94,122.05,792.87,624.95,1258.31,942.25,4383.3,3300.46,2513.78,1.19,81.02000000000002,61.4980214,23.7603118
Swindon,United Kingdom,18.02,1.11,1.16,1.61,2.42,7.33,5.92,18.77,1.98,1.08,1.2,2.6,1.09,1.2,1.08,1.41,8.41,2.4,2.8,3.24,66.06,1.87,31230.59,26025.49,273.54,38.44,33.03,88.09,36.04,78.08,90.09,870.85,755.03,1381.35,1231.21,2482.43,2132.09,3303.24,3.37,78.79,51.5613683,-1.7856853
Mainz,Germany,8.31,1.05,2.42,2.04,2.85,13.34,8.33,14.54,2.92,1.7,2.44,0.82,1.74,1.65,1.14,0.67,9.35,0.59,1.66,3.01,83.1,2.29,24331.47,22934.42,340.69,36.35,35.06,107.33,51.93,96.08,155.8,830.96,714.1,1835.03,1869.65,5712.83,4154.79,3046.84,1.47,75.9,50.0012314,8.2762513
Tilburg,Netherlands,12.46,1.04,1.92,2.07,1.87,11.3,8.29,27.11,2.64,1.32,1.42,2.56,1.19,0.93,0.78,0.67,6.22,1.24,1.76,3.38,129.84,2.18,34162.73,30295.66,244.74,43.71,27.83,55.31,25.97,105.56,112.53,1140.56,923.7,1607.28,1346.5,3275.53,2706.32,2172.61,2.06,85.03,51.585618749999995,5.066061908648313
Oviedo,Spain,12.46,0.95,1.05,1.48,2.31,12.26,6.96,11.63,1.51,1.76,1.28,1.99,1.27,1.48,0.85,0.55,5.19,0.99,1.25,1.25,41.55,1.64,23890.02,24928.72,131.14,39.3,40.12,65.78,27.45,81.36,101.27,511.04,428.46,882.89,636.2,2181.26,1506.11,2027.62,2.0,65.97,43.3604218,-5.8450534
Luton,United Kingdom,14.41,1.2,1.02,1.68,3.05,4.4,4.2,10.81,1.6,1.8,2.7,2.1,2.55,1.8,1.14,1.34,8.41,1.86,2.2,3.6,80.82,1.82,25224.71,25299.78,234.41,35.74,34.03,77.88,44.44,78.08,74.07,780.76,785.77,1441.41,1921.88,3603.53,2882.82,2122.08,2.3,66.07,51.8784385,-0.4152837
Cartagena,Spain,10.39,0.68,0.84,0.52,1.58,7.58,5.12,8.05,2.08,1.63,1.25,0.99,0.8,0.99,0.71,0.37,4.15,0.99,1.35,1.25,20.77,1.61,20773.93,24842.16,104.91,36.53,27.16,38.43,25.97,49.34,72.71,467.41,363.54,820.57,649.19,1585.74,1220.47,1828.11,2.96,48.720000000000006,37.6019353,-0.9841152
Geneva,Switzerland,26.42,1.69,2.94,2.9,5.28,21.04,23.81,45.57,3.69,2.7,2.86,3.52,2.18,2.15,2.18,1.41,11.62,2.24,2.1,3.17,73.97,2.06,36987.02,32457.99,196.58,55.34,79.03,101.61,61.48,125.3,184.53,2098.13,1691.44,4289.25,3161.51,15302.85,11302.01,5792.65,1.25,164.20000000000005,46.2017559,6.1466014
Padova,Italy,15.58,1.16,1.86,1.67,3.0,14.15,9.23,12.02,1.94,1.71,2.3,2.34,1.51,1.16,1.05,0.33,6.23,1.17,1.69,1.35,40.51,2.04,31160.9,34004.33,216.89,30.37,47.39,80.5,30.38,76.06,107.76,665.71,447.94,1284.09,960.79,3609.47,1938.9,1553.67,1.9,78.41,45.4077172,11.8734455
Pamplona,Spain,12.46,0.81,1.17,1.07,2.93,13.5,6.65,11.83,2.24,2.49,1.75,2.33,1.82,1.22,1.17,1.09,6.75,0.96,2.36,1.38,31.16,1.53,24409.37,18177.19,116.53,39.47,34.1,91.2,31.16,93.48,109.06,817.97,714.1,1177.19,947.81,4501.02,2908.35,2671.58,1.48,72.24,42.8182536,-1.6440304
Cork,Ireland,15.58,1.18,1.72,1.35,3.11,6.43,7.64,9.66,2.38,1.66,2.05,2.71,1.44,0.92,0.92,1.4,10.39,2.59,3.52,2.49,84.13,1.95,31160.9,30518.06,170.79,51.86,45.98,76.01,35.06,83.5,86.99,1454.18,1166.8,2450.83,1827.61,3676.09,2686.29,2887.48,3.07,73.13,51.897077,-8.4654674
Milton Keynes,United Kingdom,18.02,1.24,1.33,1.34,2.0,7.81,7.64,11.54,2.76,1.11,2.88,5.24,1.38,1.2,0.8,1.1,7.21,2.19,3.54,3.84,75.67,1.85,24591.09,22081.23,227.98,41.24,32.6,63.06,32.73,75.67,104.5,1269.82,1036.01,2001.96,1585.55,4804.71,3603.53,3263.61,3.4,76.78999999999998,52.0406502,-0.7594092
Cascais,Portugal,10.39,0.74,1.25,1.17,1.99,8.16,4.7,9.31,1.78,1.22,1.48,1.35,0.85,1.05,0.97,0.61,6.22,1.31,1.81,1.82,41.55,2.11,28044.81,30122.2,132.22,37.17,39.92,60.66,30.12,75.53,81.86,1098.05,746.98,2267.82,1363.78,5582.99,3500.41,1121.79,1.78,54.55,38.72240025,-9.396909171649877
Trieste,Italy,15.58,1.16,2.15,2.37,2.97,11.1,10.11,16.81,2.11,1.71,2.26,2.75,1.59,2.12,1.63,0.58,5.71,1.34,2.41,1.4,37.13,2.23,27006.11,29862.53,206.26,32.87,57.13,93.48,34.28,89.33,152.69,597.25,547.91,934.83,934.83,2072.2,1687.88,1573.18,1.52,84.05,45.6496485,13.7772781
Linz,Austria,15.06,1.36,2.01,1.99,3.45,12.33,11.54,17.79,2.92,1.78,2.8,2.44,1.45,1.62,1.64,0.54,8.31,1.35,1.49,2.7,51.93,1.86,24367.82,20348.87,209.39,39.47,46.63,95.98,36.61,97.75,118.67,698.7,601.15,1413.78,1032.2,4300.2,3284.88,2190.17,2.26,90.38000000000001,48.3059078,14.286198
Groningen,Netherlands,15.58,1.05,1.8,1.95,2.13,11.77,8.42,27.88,2.65,1.36,1.48,2.61,1.03,0.92,0.83,0.66,6.22,1.19,1.17,2.86,93.48,2.21,33923.83,30298.78,259.79,45.81,28.51,77.15,31.78,104.58,103.04,896.2,667.56,1278.54,977.57,3539.36,3318.49,2102.32,1.97,89.53,53.2190652,6.5680077
Aberdeen,United Kingdom,18.02,1.16,1.24,1.58,2.57,7.16,5.94,7.0,2.54,1.67,2.9,2.11,1.13,1.37,0.86,1.15,8.41,2.09,2.23,3.24,84.08,1.89,23903.42,25415.7,139.49,29.01,39.83,56.31,27.63,62.06,81.98,656.17,533.32,1426.4,936.25,2917.14,2419.51,2696.89,2.98,68.9,57.1482429,-2.0928095
Almeria,Spain,12.46,0.81,0.71,2.25,1.86,11.95,7.24,10.73,1.53,1.16,1.3,1.34,1.03,1.51,1.11,0.55,5.19,0.75,1.56,1.12,20.76,1.72,26330.96,23344.71,112.44,38.95,35.06,88.81,32.03,81.36,108.02,610.23,450.1,761.71,605.91,1469.76,1141.27,1739.82,3.17,63.48,36.8414197,-2.4628135
Oulu,Finland,12.46,1.05,2.37,2.75,2.08,8.46,10.35,18.14,3.26,1.75,2.68,4.41,0.92,1.61,1.54,1.54,12.46,2.64,3.98,3.43,54.53,2.36,40296.24,33001.12,101.99,22.73,32.98,87.59,34.19,78.69,184.35,694.02,514.15,1237.78,953.87,3655.87,2128.29,2640.5,1.06,90.47000000000001,65.0118734,25.4716809
Norwich,United Kingdom,18.02,1.41,1.48,1.98,2.57,6.55,6.84,9.49,2.19,1.51,2.57,1.68,0.74,1.26,0.72,1.32,9.61,2.7,2.32,3.12,77.78,1.86,22221.77,21621.18,176.17,35.67,45.64,74.07,45.04,69.07,75.07,1029.58,810.79,1741.71,1389.93,3933.25,2822.77,2311.86,3.12,72.64,52.6285576,1.2923954
Liege,Belgium,15.58,1.04,1.74,1.66,2.64,19.32,10.39,16.62,2.9,1.64,2.14,2.79,1.99,1.12,1.37,0.96,6.75,1.34,1.91,2.6,39.21,1.88,29083.51,26445.22,233.32,47.78,34.54,101.27,44.14,97.81,122.57,623.22,545.32,903.67,727.09,2331.87,2207.23,2131.75,1.82,91.99000000000002,50.6450944,5.5736112
Brescia,Italy,14.54,1.25,3.05,1.88,3.75,12.05,9.18,18.82,2.36,1.91,1.91,2.34,1.22,1.09,1.73,0.48,5.19,1.47,2.2,1.45,36.35,2.18,21812.63,21466.4,227.82,29.84,50.99,63.36,36.7,79.98,102.14,571.28,450.1,1298.37,706.54,2769.86,1609.98,1525.59,1.3,84.22,45.77958045,10.4258729694612
Parma,Italy,15.58,1.38,1.89,2.11,3.04,18.16,8.16,14.11,1.8,1.77,1.99,3.77,1.19,1.41,0.98,0.69,5.19,2.51,2.6,1.56,36.35,2.21,26538.7,27603.36,187.44,31.16,53.88,90.24,41.55,98.68,149.87,562.63,467.41,960.79,817.97,2735.23,1921.59,1543.11,2.42,85.72999999999998,44.8013678,10.3280833
Bournemouth,United Kingdom,24.02,1.27,1.21,1.48,2.12,6.94,5.7,13.45,2.74,1.08,2.67,2.84,1.27,0.97,0.72,0.9,7.21,2.17,2.32,3.0,73.27,1.9,24624.12,27026.48,160.46,39.19,39.47,72.67,36.94,68.47,64.56,1045.02,910.89,2011.97,1453.42,4804.71,2882.82,2297.25,2.85,78.75999999999999,50.720097,-1.8799272
Braga,Portugal,8.31,0.67,0.97,1.15,2.01,8.63,5.48,10.58,1.65,1.18,1.47,1.76,1.0,1.15,0.76,0.55,4.15,1.15,1.32,1.61,27.01,2.11,27525.46,25967.42,101.17,32.78,37.84,74.9,31.39,61.74,59.21,614.56,447.94,952.14,753.06,1886.97,986.76,1010.03,1.75,52.61999999999999,41.5510583,-8.4280045
Turku,Finland,12.98,0.99,2.25,2.08,2.82,9.59,10.39,17.63,2.17,1.54,2.3,3.21,1.11,1.4,1.72,1.54,12.46,2.59,3.32,3.12,57.13,2.29,25967.42,29083.51,148.92,20.37,42.27,85.69,32.43,77.9,116.48,715.84,589.75,1187.08,898.47,4466.4,2056.62,2625.31,1.48,88.77000000000001,60.4517531,22.2670522
Modena,Italy,15.58,1.23,2.8,3.02,4.22,15.58,14.54,20.77,2.01,1.49,2.25,2.91,1.73,1.32,1.14,0.4,5.19,1.11,1.69,2.08,32.72,2.1,26382.89,17657.84,199.95,28.04,42.59,96.95,27.66,103.87,166.19,623.22,519.35,1038.7,1038.7,3289.21,2354.38,1720.34,2.6,97.28999999999999,44.5384728,10.935960870530739
Breda,Netherlands,20.51,1.04,2.02,2.07,1.69,11.6,8.29,28.55,2.79,1.32,1.44,2.56,1.0,0.92,0.78,0.62,6.22,1.24,1.76,3.95,133.47,2.21,29571.69,28797.86,184.86,45.08,36.87,80.5,31.16,90.89,96.95,944.69,950.41,1869.65,1765.78,4920.83,4074.81,4341.75,2.71,94.66,51.5887845,4.7760237
Basel,Switzerland,26.42,1.74,3.33,2.74,5.92,33.9,24.13,66.12,4.23,2.88,4.15,4.23,2.79,2.6,2.39,1.32,15.85,2.22,2.48,3.8,84.54,2.01,31703.16,41742.49,283.91,52.63,77.19,120.02,50.49,125.49,143.99,1462.97,1200.66,2842.72,2113.54,9819.17,7838.08,6148.78,1.58,206.95999999999995,47.5581077,7.5878261
Trondheim,Norway,20.11,2.16,2.83,3.03,4.0,9.63,12.27,25.01,2.69,2.54,3.27,3.81,1.91,2.26,2.58,2.43,15.08,3.14,4.3,4.22,86.46,2.13,31286.7,36200.88,158.9,56.99,33.89,74.88,44.39,84.2,111.59,1072.86,884.71,1849.86,1377.34,6353.72,5039.35,3896.56,2.6,118.75000000000001,63.4304475,10.3952118
York,United Kingdom,15.01,1.37,1.01,1.65,2.69,7.7,7.31,24.92,2.01,1.2,2.08,4.51,1.33,1.46,0.77,1.06,8.41,1.72,1.83,2.58,69.07,1.85,28828.24,34233.54,198.19,29.13,49.83,68.32,34.98,82.58,74.32,1313.79,840.07,2282.24,1546.51,4804.71,2402.35,3594.45,3.0,86.21,53.9590555,-1.0815361
Nijmegen,Netherlands,15.58,1.06,2.02,2.07,1.73,11.6,8.29,28.55,2.77,1.33,1.44,2.57,1.0,0.92,0.78,0.62,6.22,1.24,1.76,2.29,140.22,2.17,24409.37,22158.86,185.66,37.26,31.45,102.57,39.47,94.78,168.79,1090.63,830.96,1778.77,1558.04,4734.73,3583.5,2942.97,3.0,89.78999999999999,51.842574850000005,5.838960628748229
Saarbrucken,Germany,10.91,1.04,1.87,2.16,2.69,12.26,7.09,15.93,2.63,1.65,2.39,1.46,1.9,0.92,1.77,0.56,6.23,0.57,1.59,2.7,64.92,2.22,21114.63,22113.85,366.91,36.09,28.04,65.44,43.88,81.61,132.17,640.53,484.73,1246.44,862.12,1869.65,1558.04,2648.42,2.47,74.02999999999999,49.234362,6.996379
Santander,Spain,12.46,0.83,0.8,1.5,1.9,11.77,6.84,11.69,1.95,1.84,1.73,2.03,1.06,1.6,0.9,0.76,5.19,1.32,2.01,1.35,35.84,1.59,20773.93,20081.47,167.23,37.65,37.84,84.13,25.97,67.52,73.75,597.25,450.1,1038.7,779.02,3116.09,1869.65,1813.64,2.0,66.17,43.4620412,-3.8099719
Oeiras,Portugal,9.35,0.73,1.47,0.95,2.35,11.4,5.95,8.52,1.88,1.66,1.77,1.68,1.19,1.55,0.97,0.77,5.19,1.52,2.39,2.44,41.55,2.11,29083.51,35442.93,124.43,36.34,43.5,87.42,38.95,80.86,79.56,869.91,766.04,1630.75,1116.6,3726.32,2713.59,1064.66,2.33,58.9,38.7124971,-9.271300382407272
Reggio Emilia,Italy,15.58,1.05,1.52,1.69,3.9,21.81,9.56,14.19,2.42,2.12,2.73,3.12,1.73,1.9,1.56,0.69,6.23,1.8,2.13,1.56,36.35,2.14,29083.51,25274.95,314.5,30.99,81.36,96.08,69.25,101.27,106.47,519.35,396.0,761.71,727.09,2873.73,2077.39,1713.85,1.0,93.60000000000002,44.608664,10.594796841892734
Uppsala,Sweden,11.43,1.14,2.54,2.33,2.74,9.55,10.18,14.38,2.28,2.27,2.69,3.31,1.33,1.21,1.88,1.51,9.53,1.86,2.95,2.86,92.4,1.96,27625.75,30483.58,97.38,34.69,31.17,97.28,29.77,70.23,109.55,836.94,565.61,1393.2,898.18,3899.76,2762.57,2456.55,2.33,82.16,59.8586126,17.6387436
Haarlem,Netherlands,18.18,1.07,2.08,1.88,2.03,11.71,8.32,27.77,2.81,1.33,1.45,2.66,1.06,0.92,0.81,0.62,6.22,1.24,1.78,4.15,113.22,2.19,26478.45,24575.56,274.31,50.44,38.09,104.55,44.66,111.4,188.26,1563.24,1252.55,2523.51,1759.03,6595.72,5290.86,2775.38,2.57,92.16000000000001,52.383705750000004,4.643559696559635
Grenoble,France,13.5,1.13,1.95,2.23,3.07,19.61,10.19,19.59,2.49,1.99,2.32,2.78,1.54,2.03,1.11,1.04,7.27,2.17,2.51,1.77,62.32,2.07,30122.2,33757.64,165.77,33.47,38.82,89.03,34.4,77.9,119.45,617.45,498.57,1116.6,917.52,3401.73,2726.58,2025.46,1.09,96.00999999999999,45.1875602,5.7357819
Osnabruck,Germany,11.43,0.98,2.16,1.99,3.7,11.01,7.83,12.98,2.79,1.72,2.52,1.74,1.1,1.3,1.3,0.44,5.19,0.77,1.35,2.91,57.54,2.18,43105.91,34276.99,310.22,38.43,26.38,77.9,45.49,98.5,127.24,493.38,384.32,1168.53,779.02,2769.86,1800.41,2700.61,1.75,70.94999999999999,52.2719595,8.047635
Odense,Denmark,20.25,1.62,3.44,2.3,4.1,12.08,12.01,15.61,3.47,4.21,4.33,3.93,2.58,1.75,1.9,1.27,7.68,1.79,2.2,3.35,69.83,2.11,34917.26,37477.86,184.44,33.15,38.04,87.67,31.95,94.28,101.26,872.23,630.06,1769.14,1286.22,3126.82,2304.54,2899.84,1.25,104.32000000000001,55.3997225,10.3852104
Reading,United Kingdom,24.02,1.18,1.42,1.83,2.85,5.63,6.4,11.34,2.83,1.94,3.44,2.87,1.58,1.19,1.0,1.06,9.61,2.12,2.62,2.7,72.07,1.91,26125.59,26565.52,220.99,35.6,40.0,75.82,45.11,99.53,86.48,1249.11,1025.71,2066.14,1655.69,7256.98,4731.49,2731.03,2.8,82.31,51.456659,-0.9696512
Enschede,Netherlands,15.58,1.1,1.93,2.54,1.84,11.6,8.45,27.04,2.8,1.34,1.45,2.61,1.04,0.92,0.78,0.68,6.22,1.24,1.79,2.54,60.24,2.2,25610.1,28441.07,202.49,45.7,20.77,78.93,37.21,108.41,122.57,1020.52,825.19,1423.88,1152.3,2963.75,2711.0,3129.94,1.9,89.16,52.2209855,6.8940537
Darmstadt,Germany,20.25,1.41,3.67,2.65,3.4,25.9,8.11,20.43,3.31,1.89,2.59,0.82,2.73,1.36,1.58,0.94,5.19,0.56,1.89,2.78,67.52,2.23,41547.87,36354.38,228.15,37.51,40.68,83.62,38.09,88.29,105.69,980.27,680.92,1754.1,1350.31,5453.16,3877.8,3071.08,2.35,106.78999999999999,49.8851869,8.6736295
Heidelberg,Germany,15.58,1.1,2.22,2.05,2.8,10.08,7.52,14.24,2.51,1.74,2.15,1.28,1.49,0.94,1.71,0.58,5.71,0.57,2.21,2.88,83.1,2.19,25448.07,25109.45,283.82,38.76,43.0,91.41,29.86,97.93,119.45,1012.73,725.2,1833.3,1376.27,7270.88,5089.61,3069.93,1.19,74.26999999999997,49.4093582,8.694724
Amersfoort,Netherlands,16.62,1.06,1.96,1.67,1.69,11.58,8.55,28.55,2.69,1.33,1.4,2.73,1.0,0.92,0.78,0.99,6.22,1.36,2.08,3.12,116.33,2.18,35056.01,30468.43,181.77,38.78,33.58,83.1,39.82,107.33,74.44,1107.94,952.14,1731.16,1419.55,4362.53,5712.83,3323.83,2.32,91.10000000000001,52.1562499,5.3896944
Salzburg,Austria,15.06,1.37,2.06,1.65,3.66,17.66,9.93,12.05,2.4,1.83,3.19,3.26,2.06,1.3,1.08,0.61,6.23,1.06,1.33,2.6,41.55,1.9,24367.82,20245.93,278.47,31.74,32.88,86.06,35.49,101.27,135.03,980.53,792.87,1542.94,1217.58,7011.2,4754.89,2427.32,2.22,86.46000000000001,47.7981346,13.0464806
Cagliari,Italy,15.58,1.14,2.23,2.46,2.96,14.93,9.15,14.41,2.39,1.57,2.03,2.82,1.19,1.41,1.56,0.4,5.45,1.47,1.85,1.35,35.84,2.12,23526.48,27525.46,219.08,27.53,54.53,87.55,35.06,89.59,108.89,649.19,436.25,1028.31,766.04,3271.89,2129.33,1476.43,2.14,83.14999999999999,39.2171994,9.113311
Oxford,United Kingdom,15.01,1.28,1.07,2.07,2.47,9.44,9.27,14.42,2.67,1.38,2.52,2.07,1.12,1.12,0.7,0.99,9.61,2.59,2.97,3.78,79.62,1.92,28828.24,33744.06,195.94,34.83,50.72,66.06,42.04,75.67,111.54,1403.88,1147.12,2912.85,2112.07,9697.02,5818.21,3223.16,3.09,79.80000000000001,51.7520131,-1.2578499
Paderborn,Germany,11.43,0.92,2.42,2.21,3.0,19.42,8.01,20.77,2.67,1.59,2.24,2.12,2.25,1.14,2.08,0.79,5.19,0.55,2.01,2.8,62.48,2.27,26486.76,29429.74,269.2,38.95,50.2,77.9,44.66,104.56,94.31,545.32,519.35,1220.47,1010.13,4674.13,4933.81,2389.0,2.56,88.80000000000001,51.71895955,8.764869778177559
Rimini,Italy,15.58,1.18,2.33,2.04,2.77,11.75,9.85,16.6,1.94,1.96,2.01,2.34,1.28,1.5,1.26,0.38,5.19,1.14,1.52,1.56,34.8,2.16,30329.94,28737.27,193.79,29.06,38.73,71.41,42.33,86.38,112.53,636.2,623.22,1025.71,924.44,4414.46,2337.07,1632.24,1.91,81.10000000000001,43.9470982,12.630768610516004
